id,entity_id,category_id,,,,,,,
,3806,,#N/A,#N/A,PEFOW EQUIPAMIENTOS SA,www.pefow.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,,
,3807,,#N/A,#N/A,TECNODENT SA,www.tecnodent.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Venta al por mayor de máquinas, equipos e implementos de uso especial n.c.p. (Incluye motoniveladoras, excavadoras, palas mecánicas, perforadoras-percutoras, etc.)",
,3808,,#N/A,#N/A,TALLERES SANCHEZ SRL,www.ts.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,
,3809,,#N/A,#N/A,REFER SRL,www.refer.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Reparación y mantenimiento de maquinaria y aparatos eléctricos,
,3810,,#N/A,#N/A,IPARRAGUIRRE HNOS SA,www.iparraguirrehnos.com,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Venta al por menor de equipos, periféricos, accesorios y programas informáticos",
,3811,,#N/A,#N/A,VOTTERO SRL,www.votterosrl.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",Fabricación de productos metálicos de tornería y/o matricería,
,3812,,#N/A,#N/A,DYSEM SA,www.dysem.com.ar,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)","Venta al por menor de instrumental médico y odontológico y artículos ortopédicos (Incluye venta de vaporizadores, nebulizadores, masajeadores, termómetros, prótesis, muletas, plantillas, calzado ortopédico y otros artículos similares de uso personal o doméstico)",
,3813,,#N/A,#N/A,CEI LEANDRO GUSTAVO Y CEI PABLO GUILLERMO,www.polietolargentina.com.ar,Fabricación de materias plásticas en formas primarias n.c.p.,,
,3814,,#N/A,#N/A,TALLERES JUJUY SACI,www.sombrerolagomarsino.com.ar,Fabricación de accesorios de vestir de cuero,Venta al por menor de prendas y accesorios de vestir n.c.p.,
,3815,,#N/A,#N/A,ALAMBRAR SRL,www.alambrarsrl.com,Fabricación de tejidos de alambre,"Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria, de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.)",
,3816,,#N/A,#N/A,METALTEJ SRL,www.metaltej.com.ar,Fabricación de tejidos de alambre,Fabricación de premoldeadas para la construcción,
,3817,,#N/A,#N/A,GAMA INFORMATICA SRL,www.gamainformatica.com.ar,Fabricación de equipos y productos informáticos,"Venta al por mayor de equipos, periféricos, accesorios y programas informáticos",
,3818,,#N/A,#N/A,CPE INFORMATICA SA,www.cpeinformatica.com.ar,Fabricación de equipos y productos informáticos,,
,3819,,#N/A,#N/A,AQUATIC SRL,www.aquatic.com.ar,Fabricación de accesorios de vestir excepto de cuero,"Confección de prendas de vestir n.c.p., excepto prendas de piel, cuero y de punto",
,3820,,#N/A,#N/A,AMANDO RUBIO Y CIA SRL,www.coopvgg.com.ar,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)","Venta al por menor de confecciones para el hogar (Incluye la venta al por menor de sábanas, toallas, mantelería, cortinas confeccionadas, colchas, cubrecamas, etc.)",
,3821,,#N/A,#N/A,ERMINIO MARTIN SA,www.erminiomartin.com.ar,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)","Venta al por menor de artículos nuevos n.c.p. (Incluye la venta realizada en casas de regalos, de artesanías, pelucas, de artículos religiosos -santerías-, recarga de matafuegos, etc.)",
,3822,,#N/A,#N/A,INNOVA INGENIERIA SA,www.innova-ing.com,Fabricación de maquinaria y equipo de uso especial n.c.p.,Instalación de maquinaria y equipos industriales,
,3823,,#N/A,#N/A,DESINMEC INGENIERIA SA,www.desinmec.com,Fabricación de maquinaria y equipo de uso especial n.c.p.,Venta al por menor de artículos de ferretería y materiales eléctricos,
,3824,,#N/A,#N/A,DETALLES DE MODA SRL,www.uxia.com.ar,Fabricación de productos textiles n.c.p.,Venta al por mayor de productos textiles n.c.p.,
,3825,,#N/A,#N/A,NEWPACK ARGENTINA SRL,www.newbag.com.ar,Fabricación de productos textiles n.c.p.,Venta al por mayor de materiales y productos de limpieza,
,3826,,#N/A,#N/A,CUERDAS Y CORDONES SA,www.cuerdasycordones.com.ar,Fabricación de productos textiles n.c.p.,,
,3827,,#N/A,#N/A,FIEREDER HNOS SRL,www.fierederhnos.com.ar,Fabricación de aberturas y estructuras de madera para la construcción,"Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.",
,3828,,#N/A,#N/A,MADERAS MAROTTA SRL,,Fabricación de aberturas y estructuras de madera para la construcción,"Venta al por menor de maderas y artículos de madera y corcho, excepto muebles",
,3829,,#N/A,#N/A,SORIANO HNOS SACI,www.ormay.com.ar,"Fabricación de cocinas, calefones, estufas y calefactores no eléctricos","Fabricación de heladeras, freezers, lavarropas y secarropas",
,3830,,#N/A,#N/A,PAPELERA 9 DE JULIO SRL,www.papel-9dejulio.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),,
,3831,,#N/A,#N/A,CORPORACION MACOLLA SA,,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",Instalación de maquinaria y equipos industriales,
,3832,,#N/A,#N/A,VIMAGA SAIC,,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco","Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.",
,3833,,#N/A,#N/A,INTEGRAL KA SA,www.rockycalzados.com,"Fabricación de calzado de materiales n.c.p., excepto calzado deportivo y ortopédico","Venta al por mayor de calzado excepto el ortopédico (Incluye venta de calzado de cuero, tela, plástico, goma, etc.)",
,3834,,#N/A,#N/A,INDUSTRIAS ECI SRL,www.eciextintores.com.ar,Fabricación de productos elaborados de metal n.c.p.,Venta al por mayor de mercancías n.c.p.,
,3835,,#N/A,#N/A,METALURGICA ANTONIO RODRIGUEZ E HIJOS SRL,www.arodriguezehijos.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,3836,,#N/A,#N/A,VICKING SA,www.vicking-sa.com.ar,Fabricación de productos elaborados de metal n.c.p.,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",
,3837,,#N/A,#N/A,ALUCENTRO SA,www.alucentro.com,Fabricación de productos elaborados de metal n.c.p.,"Venta al por menor en comercios no especializados, sin predominio de productos alimenticios y bebidas",
,3838,,#N/A,#N/A,A J HOROWICZ E HIJOS SA,www.horowicz.com,Fabricación de productos elaborados de metal n.c.p.,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",
,3839,,#N/A,#N/A,FAMETAL ACEROS SRL,,Fabricación de productos elaborados de metal n.c.p.,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos metálicos (Incluye chatarra, viruta de metales diversos, etc.)",
,3840,,#N/A,#N/A,CASO Y VAZQUEZ SRL,www.metalurgicamoron.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,3841,,#N/A,#N/A,METALURGICA SAR SA,www.mcg.org.ar,Fabricación de productos elaborados de metal n.c.p.,,
,3842,,#N/A,#N/A,EFEMECE SA,www.efemece.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,3843,,#N/A,#N/A,METALURGICA PROALPO SRL,,Fabricación de productos elaborados de metal n.c.p.,,
,3844,,#N/A,#N/A,FEMUCAL SA,www.fullzero.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,3845,,#N/A,#N/A,METALURGICA REPIZO SRL,www.metalurgicarepizo.com.ar,Fabricación de productos elaborados de metal n.c.p.,Fabricación de cajas de seguridad,
,3846,,#N/A,#N/A,TECNO TRANSMISION INTERNACIONAL SA,,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.","Venta al por mayor de partes, piezas y accesorios de vehículos automotores",
,3847,,#N/A,#N/A,YOG SRL,,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.","Venta de motocicletas y de sus partes, piezas y accesorios",
,3848,,#N/A,#N/A,CASTELLANO REPUESTOS SRL,www.castellanorepuestos.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,
,3849,,#N/A,#N/A,JORGE O STAMPARIN E HIJOS SRL,,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,
,3850,,#N/A,#N/A,EUROTECNO SA,www.eurotecno.com,Fabricación de productos elaborados de metal n.c.p.,"Venta al por mayor de artículos de ferretería y materiales eléctricos (Incluye la venta de clavos, cerraduras, cable coaxil, etc.)",
,3851,,#N/A,#N/A,TECNO ORBITAL SA,www.tecno-orbital.com.ar,Fabricación de productos elaborados de metal n.c.p.,Fabricación de productos metálicos para uso estructural,
,3852,,#N/A,#N/A,ACEROS CO FER SA,www.aceroscofer.com.ar,Fabricación de productos elaborados de metal n.c.p.,Venta al por mayor de metales y minerales metalíferos,
,3853,,#N/A,#N/A,CECILU SRL,,"Confección de ropa de trabajo, uniformes y guardapolvos",,
,3854,,#N/A,#N/A,D Y Z INDUMENTARIA SRL,,"Confección de ropa de trabajo, uniformes y guardapolvos",Venta al por menor de uniformes escolares y guardapolvos,
,3855,,#N/A,#N/A,STOGUE SRL,www.stogue.com.ar,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir","Venta al por menor de artículos nuevos n.c.p. (Incluye la venta realizada en casas de regalos, de artesanías, pelucas, de artículos religiosos -santerías-, recarga de matafuegos, etc.)",
,3856,,#N/A,#N/A,TEJIDOS CATAMARCA SRL,,Fabricación de tejidos de punto,,
,3857,,#N/A,#N/A,EUGENIO P QUADRI Y CIA S A C I F I A,,Fabricación de mosaicos,,
,3858,,#N/A,#N/A,SOCU SRL,www.socu.com.ar,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco","Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)",
,3859,,#N/A,#N/A,ENGRACOR SA,www.engracor.com.ar,Fabricación de cojinetes engranajes trenes de engranaje y piezas de transmisión,Fabricación de productos metálicos de tornería y/o matricería,
,3860,,#N/A,#N/A,WALTER GROSSO SRL,www.waltergrosso.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,Instalación de maquinaria y equipos industriales,
,3861,,#N/A,#N/A,EMPORIO GRAFICO SRL,,Servicios relacionados con la impresión,Venta al por menor de materiales de construcción n.c.p.,
,3862,,#N/A,#N/A,DON BLADIMIRO SRL,,Aserrado y cepillado de madera nativa,Aserrado y cepillado de madera implantada,
,3863,,#N/A,#N/A,CARLI SA,www.carlisa.com,"Confección de ropa interior, prendas para dormir y para la playa",,
,3864,,#N/A,#N/A,FUCHS ARGENTINA SA,www.fuchs.com.ar,Fabricación de productos de la refinación del petróleo,"Venta al por mayor de combustibles, lubricantes, leña y carbón, excepto gas licuado y combustibles y lubricantes para automotores",
,3865,,#N/A,#N/A,TOVER SAIC,www.tover.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,
,3866,,#N/A,#N/A,ACUALITE PROYECTOS SA,www.acualitepro.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",
,3867,,#N/A,#N/A,SOME SRL,www.dipra.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,
,3868,,#N/A,#N/A,AUTO MOVIL SRL,www.auto-movil.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.","Venta al por mayor de partes, piezas y accesorios de vehículos automotores",
,3869,,#N/A,#N/A,CYLGEM SA,www.cylgem.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,
,3870,,#N/A,#N/A,INDUMENTARIA PROTECTIVA RASA SA,www.rasaprotect.com,"Confección de ropa de trabajo, uniformes y guardapolvos",,
,3871,,#N/A,#N/A,MASEFER SRL,,"Confección de ropa de trabajo, uniformes y guardapolvos",Fabricación de productos textiles n.c.p.,
,3872,,#N/A,#N/A,CORYA SA,,"Confección de ropa de trabajo, uniformes y guardapolvos",Venta al por mayor de mercancías n.c.p.,
,3873,,#N/A,#N/A,INDUSTRIAS PARISOL SA,www.parisol.com.ar,Fundición de metales no ferrosos,Recuperación de materiales y desechos no metálicos,
,3874,,#N/A,#N/A,OMAR VETRANO SACIFI,www.vetrano.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)",
,3875,,#N/A,#N/A,RO BOT SRL,,"Confección de ropa de trabajo, uniformes y guardapolvos","Fabricación de calzado de cuero, excepto calzado deportivo y ortopédico",
,3876,,#N/A,#N/A,SOCOM SRL,www.socom.com.ar,Fabricación de productos metálicos para uso estructural,Reparación y mantenimiento de maquinaria de uso general,
,3877,,#N/A,#N/A,BOTTA REPUESTOS SA,www.bottarepuestos.com.ar,Fabricación de productos metálicos para uso estructural,,
,3878,,#N/A,#N/A,CURVATUBOS ZEZIOLA SA,www.zeziola.com,Fabricación de productos metálicos para uso estructural,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",
,3879,,#N/A,#N/A,KONMETHAL SRL,,Fabricación de productos metálicos para uso estructural,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),
,3880,,#N/A,#N/A,GPA INGENIERIA SA,www.gpa-ingenieria.com.ar,Fabricación de productos metálicos para uso estructural,"Servicios de apoyo para la minería, excepto para la extracción de petróleo y gas natural",
,3881,,#N/A,#N/A,LEMOS SA,,Fabricación de productos metálicos para uso estructural,"Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y reparación de viviendas unifamiliares y multifamiliares bungalows, cabañas, casas de campo, departamentos, albergues para ancianos, niños, estudiantes, etc.)",
,3882,,#N/A,#N/A,RUCAMET SRL,www.rucametsrl.com.ar,Fabricación de productos metálicos para uso estructural,,
,3883,,#N/A,#N/A,LOGIM SA,,"Fabricación de cocinas, calefones, estufas y calefactores no eléctricos","Venta al por menor de electrodomésticos, artefactos para el hogar y equipos de audio y video",
,3884,,#N/A,#N/A,GRAPLASTIC SA,,"Impresión n.c.p., excepto de diarios y revistas",Fabricación de envases plásticos,
,3885,,#N/A,#N/A,METALFOR SA,,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",,
,3886,,#N/A,#N/A,TALLERES GRAFICOS DEL NORTE SRL,www.tgn.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,
,3887,,#N/A,#N/A,TYRESOLES ARGENTINA NEUMATICOS TANSA SAIC,,Fabricación de productos de caucho n.c.p.,,
,3888,,#N/A,#N/A,ADAMOBILI SA,www.adamobili.com.ar,"Fabricación de muebles y partes de muebles, principalmente de madera","Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)",
,3889,,#N/A,#N/A,NEUMALARG SA,www.neumalarg.com.ar,Recauchutado y renovación de cubiertas,"Reparación de amortiguadores, alineación de dirección y balanceo de ruedas",
,3890,,#N/A,#N/A,TYRCO SOCIEDAD ANONIMA,www.tyrco.com.ar,Fabricación de aparatos de distribución y control de la energía eléctrica,,
,3891,,#N/A,#N/A,CYRUS SRL,www.live.com.ar,Fabricación de aparatos de distribución y control de la energía eléctrica,Instalaciones para edificios y obras de ingeniería civil n.c.p. (Incluye instalación de puertas automáticas o giratorias),
,3892,,#N/A,#N/A,AUTOPARTES FAL SA,www.autopartesfal.com,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3893,,#N/A,#N/A,ARTES GRAFICAS SUDESTE SRL,,"Impresión n.c.p., excepto de diarios y revistas",,
,3894,,#N/A,#N/A,MARTIN COPPA SA,www.martincoppa.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,3895,,#N/A,#N/A,VINDYA SA,www.vindya.com.ar,Fabricación de productos de caucho n.c.p.,,
,3896,,#N/A,#N/A,CHIAPERO SRL,www.chiaperosrl.com,Fabricación de productos de caucho n.c.p.,,
,3897,,#N/A,#N/A,ASTILLEROS NEUMATICOS SRL,www.astillerobim.com.ar,Fabricación de productos de caucho n.c.p.,Construcción y reparación de embarcaciones de recreo y deporte,
,3898,,#N/A,#N/A,S21 SRL,www.dati.net.ar,"Fabricación de muebles y partes de muebles, principalmente de madera",,
,3899,,#N/A,#N/A,OPEN OFFICE SA,www.opof.com.ar,"Fabricación de muebles y partes de muebles, principalmente de madera","Servicios de diseño especializado (Incluye diseño de indumentaria, diseño gráfico, actividades de decoradores, etc.)",
